time(s),p(kPa),Voltage(V)
17.05,5.92,4.62
17.06,5.92,4.56
17.07,5.92,4.59
17.08,5.93,4.63
17.10,5.93,4.74
17.11,5.93,4.79
17.12,5.92,4.84
17.13,5.91,4.83
17.14,5.91,4.83
17.16,5.89,4.90
17.17,5.91,4.91
17.18,5.89,5.07
17.19,5.88,5.08
17.20,5.87,5.11
17.22,5.87,5.15
17.23,5.86,5.26
17.24,5.85,5.30
17.25,5.83,5.36
17.26,5.83,5.40
17.28,5.82,5.54
17.29,5.81,5.60
17.30,5.77,5.69
17.31,5.75,5.62
17.33,5.74,5.62
17.34,5.72,5.72
17.35,5.70,5.82
17.36,5.66,5.85
17.37,5.61,5.81
17.39,5.58,5.71
17.40,5.55,5.67
17.41,5.54,5.72
17.42,5.50,5.86
17.43,5.48,5.85
17.45,5.43,5.91
17.46,5.39,5.82
17.47,5.34,5.84
17.48,5.32,5.77
17.50,5.30,5.86
17.51,5.26,5.97
17.52,5.21,5.99
17.53,5.16,5.92
17.54,5.11,5.87
17.56,5.09,5.86
17.57,5.06,5.97
17.58,5.01,6.08
17.59,4.97,6.06
17.60,4.90,6.03
17.62,4.86,5.94
17.63,4.83,5.92
17.64,4.79,6.08
17.65,4.73,6.15
17.67,4.68,6.05
17.68,4.62,6.07
17.69,4.57,6.00
17.70,4.55,6.00
17.71,4.51,6.16
17.72,4.45,6.24
17.74,4.39,6.18
17.75,4.34,6.12
17.76,4.28,6.17
17.77,4.24,6.12
17.78,4.20,6.21
17.80,4.13,6.21
17.81,4.10,6.19
17.82,4.05,6.30
17.83,3.99,6.33
17.85,3.93,6.32
17.86,3.87,6.25
17.87,3.79,6.21
17.88,3.76,6.11
17.89,3.73,6.25
17.91,3.68,6.43
17.92,3.61,6.48
17.93,3.55,6.34
17.94,3.49,6.34
17.95,3.45,6.31
17.97,3.40,6.43
17.98,3.34,6.51
17.99,3.28,6.45
18.00,3.23,6.42
18.02,3.17,6.47
18.03,3.12,6.47
18.04,3.07,6.52
18.05,3.01,6.56
18.06,2.96,6.53
18.08,2.91,6.58
18.09,2.86,6.62
18.10,2.79,6.66
18.11,2.74,6.59
18.12,2.68,6.60
18.14,2.63,6.57
18.15,2.58,6.64
18.16,2.56,6.67
18.17,2.49,6.86
18.18,2.41,6.72
18.20,2.38,6.63
18.21,2.34,6.73
18.22,2.28,6.84
18.23,2.24,6.82
18.25,2.17,6.91
18.26,2.13,6.76
18.27,2.08,6.86
18.28,2.03,6.90
18.29,1.98,6.91
18.31,1.94,6.93
18.32,1.89,6.94
18.33,1.84,6.94
18.34,1.79,6.94
18.35,1.73,6.94
18.37,1.68,6.89
18.38,1.64,6.86
18.39,1.59,6.92
18.40,1.56,6.93
18.42,1.51,6.99
18.43,1.46,6.97
18.44,1.41,6.94
18.45,1.37,6.91
18.46,1.32,6.95
18.48,1.28,6.91
18.49,1.23,6.89
18.50,1.18,6.85
18.51,1.13,6.78
18.52,1.09,6.72
18.54,1.06,6.75
18.55,1.02,6.76
18.56,0.96,6.76
18.57,0.93,6.62
18.58,0.90,6.68
18.60,0.85,6.67
18.61,0.81,6.58
18.62,0.77,6.58
18.63,0.75,6.55
18.64,0.71,6.58
18.66,0.66,6.54
18.67,0.64,6.44
18.68,0.62,6.46
18.69,0.59,6.48
18.70,0.55,6.50
18.72,0.53,6.43
18.73,0.51,6.43
18.74,0.48,6.43
18.75,0.46,6.43
18.76,0.44,6.40
18.78,0.42,6.46
18.79,0.38,6.44
18.80,0.36,6.33
18.81,0.33,6.29
18.83,0.32,6.24
18.84,0.32,6.27
18.85,0.31,6.36
18.86,0.29,6.36
18.87,0.27,6.30
18.89,0.26,6.29
18.90,0.24,6.28
18.91,0.24,6.19
18.92,0.22,6.25
18.93,0.21,6.22
18.95,0.20,6.18
18.96,0.20,6.14
18.97,0.19,6.17
18.98,0.19,6.11
19.00,0.18,6.12
19.01,0.18,6.06
19.02,0.16,6.05
19.03,0.16,5.97
19.04,0.15,5.96
19.06,0.16,5.87
19.07,0.16,5.91
19.08,0.16,5.88
time(s),p(kPa),Voltage(V)
3.01,-0.03,4.81
3.02,-0.02,4.81
3.04,0.02,4.87
3.05,0.04,5.07
3.06,0.05,5.20
3.07,0.05,5.24
3.09,0.07,5.20
3.10,0.08,5.24
3.11,0.08,5.26
3.12,0.09,5.21
3.13,0.10,5.22
3.14,0.10,5.22
3.16,0.11,5.16
3.17,0.11,5.15
3.18,0.13,5.06
3.19,0.15,5.04
3.21,0.15,5.10
3.22,0.16,4.98
3.23,0.18,4.95
3.24,0.18,4.90
3.25,0.19,4.79
3.27,0.22,4.73
3.28,0.26,4.81
3.29,0.30,4.89
3.30,0.31,4.97
3.31,0.31,4.89
3.33,0.33,4.73
3.34,0.37,4.71
3.35,0.42,4.77
3.36,0.44,4.88
3.37,0.46,4.85
3.39,0.47,4.72
3.40,0.51,4.62
3.41,0.55,4.65
3.42,0.60,4.74
3.43,0.63,4.81
3.45,0.65,4.76
3.46,0.66,4.69
3.47,0.70,4.53
3.48,0.77,4.52
3.49,0.82,4.75
3.51,0.85,4.81
3.52,0.86,4.70
3.53,0.87,4.52
3.54,0.93,4.37
3.55,1.02,4.46
3.57,1.08,4.72
3.58,1.09,4.82
3.59,1.09,4.65
3.60,1.13,4.36
3.61,1.21,4.31
3.63,1.28,4.54
3.64,1.31,4.65
3.65,1.32,4.57
3.66,1.35,4.35
3.68,1.41,4.21
3.69,1.50,4.26
3.70,1.56,4.50
3.71,1.57,4.56
3.72,1.59,4.33
3.73,1.64,4.15
3.75,1.72,4.16
3.76,1.78,4.29
3.77,1.81,4.31
3.78,1.86,4.22
3.79,1.89,4.22
3.81,1.96,4.04
3.82,2.03,4.13
3.83,2.08,4.25
3.84,2.11,4.24
3.86,2.16,4.03
3.87,2.24,4.00
3.88,2.30,4.18
3.89,2.35,4.24
3.90,2.39,4.17
3.92,2.44,4.06
3.93,2.50,4.01
3.94,2.57,4.04
3.95,2.63,4.15
3.96,2.68,4.18
3.98,2.73,4.13
3.99,2.79,4.08
4.00,2.83,4.11
4.01,2.90,3.99
4.02,2.97,4.07
4.03,3.02,4.19
4.05,3.07,4.15
4.06,3.12,4.10
4.07,3.18,4.03
4.08,3.26,4.06
4.10,3.32,4.19
4.11,3.37,4.19
4.12,3.41,4.15
4.13,3.46,4.11
4.14,3.52,4.10
4.16,3.59,4.11
4.17,3.65,4.14
4.18,3.70,4.18
4.19,3.73,4.18
4.20,3.79,4.04
4.22,3.85,4.09
4.23,3.91,4.13
4.24,3.96,4.18
4.25,4.01,4.16
4.26,4.05,4.14
4.28,4.10,4.04
4.29,4.17,4.03
4.30,4.23,4.16
4.31,4.27,4.22
4.32,4.32,4.12
4.34,4.35,4.14
4.35,4.42,4.06
4.36,4.46,4.14
4.37,4.51,4.12
4.38,4.57,4.15
4.40,4.61,4.24
4.41,4.65,4.16
4.42,4.68,4.10
4.43,4.73,4.08
4.45,4.78,4.10
4.46,4.83,4.11
4.47,4.88,4.15
4.48,4.92,4.21
4.49,4.94,4.16
4.51,4.99,4.06
4.52,5.03,4.11
4.53,5.08,4.12
4.54,5.11,4.16
4.55,5.15,4.15
4.57,5.19,4.15
4.58,5.21,4.14
4.59,5.25,4.09
4.60,5.30,4.10
4.61,5.33,4.20
4.63,5.36,4.20
4.64,5.39,4.17
4.65,5.42,4.21
4.66,5.43,4.17
4.67,5.47,4.06
4.69,5.50,4.12
4.70,5.54,4.18
4.71,5.56,4.23
4.72,5.58,4.22
4.73,5.60,4.16
4.75,5.64,4.17
4.76,5.66,4.24
4.77,5.67,4.26
4.78,5.70,4.22
4.79,5.70,4.24
4.81,5.72,4.13
4.82,5.76,4.17
4.83,5.78,4.30
4.84,5.78,4.34
4.85,5.80,4.26
4.87,5.81,4.25
4.88,5.83,4.25
4.89,5.83,4.33
4.90,5.86,4.27
4.91,5.88,4.36
4.93,5.88,4.46
4.94,5.89,4.41
4.95,5.89,4.45
4.96,5.89,4.42
4.97,5.91,4.40
4.99,5.91,4.45
5.00,5.92,4.44
5.01,5.93,4.51
5.02,5.93,4.59
5.03,5.92,4.60
5.05,5.93,4.54
5.06,5.93,4.64
5.07,5.93,4.66
5.08,5.93,4.70
5.09,5.93,4.74
5.11,5.93,4.79
5.12,5.92,4.84
5.13,5.92,4.82
5.14,5.91,4.89
5.16,5.91,4.89
5.17,5.89,4.97
5.18,5.89,4.98
5.19,5.88,5.07
5.20,5.87,5.10
5.22,5.87,5.13
5.23,5.86,5.24
5.24,5.86,5.28
5.25,5.85,5.40
5.26,5.82,5.47
5.28,5.82,5.44
5.29,5.81,5.58
5.30,5.78,5.65
5.31,5.76,5.67
5.32,5.74,5.68
5.34,5.72,5.68
5.35,5.70,5.79
5.36,5.65,5.82
5.37,5.63,5.70
5.38,5.60,5.72
5.40,5.58,5.78
5.41,5.54,5.83
5.42,5.50,5.81
5.43,5.48,5.80
5.44,5.43,5.86
5.46,5.41,5.78
5.47,5.36,5.86
5.48,5.34,5.79
5.49,5.32,5.95
5.51,5.26,6.03
5.52,5.21,5.93
5.53,5.15,5.86
5.54,5.12,5.74
5.55,5.12,5.84
5.56,5.09,6.12
5.58,5.01,6.14
5.59,4.94,5.97
5.60,4.90,5.80
5.61,4.90,5.87
5.62,4.89,6.15
5.64,4.81,6.33
5.65,4.71,6.13
5.66,4.66,5.83
5.67,4.65,5.82
5.69,4.66,6.02
5.70,4.59,6.41
5.71,4.48,6.27
5.72,4.42,5.92
5.73,4.40,5.86
5.75,4.39,6.09
5.76,4.35,6.33
5.77,4.26,6.42
5.78,4.18,6.15
5.79,4.15,6.03
5.81,4.12,6.13
5.82,4.07,6.34
5.83,3.99,6.34
5.84,3.94,6.15
5.85,3.90,6.19
5.86,3.85,6.32
5.88,3.80,6.33
5.89,3.73,6.37
5.90,3.68,6.30
5.91,3.63,6.34
5.93,3.57,6.35
5.94,3.54,6.32
5.95,3.49,6.47
5.96,3.43,6.51
5.97,3.35,6.48
5.99,3.29,6.38
6.00,3.24,6.35
6.01,3.19,6.40
6.02,3.16,6.45
6.03,3.11,6.57
6.05,3.04,6.61
6.06,2.99,6.51
6.07,2.93,6.58
6.08,2.88,6.53
6.09,2.83,6.57
6.11,2.79,6.61
6.12,2.73,6.76
6.13,2.66,6.70
6.14,2.62,6.59
6.16,2.56,6.70
6.17,2.50,6.69
6.18,2.46,6.63
6.19,2.40,6.73
6.20,2.36,6.72
6.21,2.31,6.82
6.23,2.27,6.82
6.24,2.22,6.85
6.25,2.17,6.90
6.26,2.11,6.92
6.28,2.06,6.84
6.29,1.98,6.88
6.30,1.95,6.75
6.31,1.92,6.83
6.32,1.87,6.96
6.34,1.81,6.99
6.35,1.78,6.92
6.36,1.72,6.99
6.37,1.67,6.91
6.38,1.62,6.91
6.40,1.59,6.89
6.41,1.56,7.03
6.42,1.48,7.10
6.43,1.43,6.91
6.44,1.40,6.88
6.46,1.35,6.95
6.47,1.30,6.91
6.48,1.26,6.85
6.49,1.23,6.88
6.50,1.17,6.93
6.51,1.12,6.80
6.53,1.08,6.73
6.54,1.04,6.76
6.55,0.99,6.76
6.56,0.95,6.69
6.58,0.92,6.60
6.59,0.87,6.68
6.60,0.84,6.59
6.61,0.81,6.58
6.62,0.76,6.61
6.64,0.73,6.53
6.65,0.70,6.49
6.66,0.66,6.53
6.67,0.64,6.48
6.68,0.62,6.50
6.70,0.59,6.52
6.71,0.55,6.53
6.72,0.53,6.47
6.73,0.51,6.47
6.75,0.47,6.46
6.76,0.46,6.39
6.77,0.43,6.44
6.78,0.40,6.41
6.79,0.37,6.31
6.80,0.36,6.28
6.82,0.36,6.31
6.83,0.35,6.41
6.84,0.32,6.44
6.85,0.30,6.37
6.86,0.27,6.30
6.88,0.26,6.23
6.89,0.26,6.23
6.90,0.24,6.29
6.91,0.24,6.20
6.93,0.22,6.25
6.94,0.21,6.22
6.95,0.20,6.18
6.96,0.20,6.14
6.97,0.20,6.17
6.98,0.18,6.19
7.00,0.18,6.05
7.01,0.16,6.06
7.02,0.16,5.98
7.03,0.15,5.97
7.05,0.16,5.89
7.06,0.16,5.94
7.07,0.16,5.91
7.08,0.18,5.88
7.09,0.18,5.91
7.11,0.18,5.86
7.12,0.16,5.81
7.13,0.16,5.68
7.14,0.18,5.61
7.15,0.19,5.62
7.17,0.19,5.61
7.18,0.19,5.53
7.19,0.21,5.43
7.20,0.21,5.49
7.21,0.22,5.39
7.23,0.22,5.34
7.24,0.22,5.23
7.25,0.24,5.12
7.26,0.25,5.06
7.27,0.26,4.99
7.28,0.27,4.93
7.30,0.29,4.87
7.31,0.31,4.78
7.32,0.33,4.77
7.33,0.37,4.75
7.35,0.41,4.82
7.36,0.42,4.85
7.37,0.44,4.75
7.38,0.46,4.71
7.39,0.51,4.60
7.41,0.57,4.70
7.42,0.60,4.86
7.43,0.60,4.88
7.44,0.62,4.67
7.45,0.66,4.53
7.47,0.73,4.60
7.48,0.77,4.73
7.49,0.80,4.81
7.50,0.81,4.72
7.51,0.82,4.56
7.53,0.88,4.37
7.54,0.97,4.51
7.55,1.02,4.77
7.56,1.02,4.80
7.57,1.04,4.52
7.59,1.09,4.43
7.60,1.15,4.45
7.61,1.20,4.52
7.62,1.24,4.54
7.63,1.28,4.50
7.65,1.32,4.44
7.66,1.35,4.42
7.67,1.41,4.28
7.68,1.47,4.38
7.70,1.53,4.42
7.71,1.56,4.49
7.72,1.58,4.34
7.73,1.63,4.18
7.74,1.70,4.16
7.76,1.76,4.29
7.77,1.80,4.34
7.78,1.84,4.22
7.79,1.89,4.15
7.80,1.95,4.12
7.82,2.01,4.17
7.83,2.06,4.18
7.84,2.11,4.18
7.85,2.17,4.14
7.86,2.20,4.15
7.88,2.25,4.04
7.89,2.33,4.03
7.90,2.40,4.14
7.91,2.45,4.21
7.92,2.50,4.17
7.94,2.53,4.16
7.95,2.60,4.01
7.96,2.67,4.04
7.97,2.73,4.14
7.98,2.77,4.20
8.00,2.82,4.05
8.01,2.89,4.00
8.02,2.95,4.11
8.03,3.01,4.16
8.04,3.05,4.16
8.06,3.11,4.04
8.07,3.17,4.07
8.08,3.24,4.07
8.09,3.30,4.20
8.10,3.34,4.23
8.12,3.39,4.12
8.13,3.45,4.05
8.14,3.51,4.11
8.15,3.57,4.14
8.17,3.62,4.15
8.18,3.68,4.12
8.19,3.73,4.18
8.20,3.78,4.15
8.21,3.83,4.09
8.22,3.88,4.07
8.24,3.94,4.07
8.25,4.00,4.09
8.26,4.06,4.14
8.27,4.10,4.19
8.28,4.16,4.13
8.30,4.21,4.16
8.31,4.26,4.15
8.32,4.29,4.14
8.33,4.35,4.07
8.35,4.39,4.14
8.36,4.45,4.06
8.37,4.51,4.14
8.38,4.56,4.22
8.39,4.59,4.23
8.41,4.62,4.10
8.42,4.67,4.03
8.43,4.73,4.07
8.44,4.78,4.17
8.45,4.82,4.20
8.47,4.86,4.14
8.48,4.89,4.13
8.49,4.95,4.09
8.50,4.99,4.22
8.51,5.03,4.17
8.52,5.06,4.18
8.54,5.10,4.16
8.55,5.14,4.14
8.56,5.17,4.13
8.57,5.22,4.15
8.59,5.25,4.23
8.60,5.27,4.15
8.61,5.31,4.10
8.62,5.36,4.14
8.63,5.39,4.22
8.65,5.42,4.25
8.66,5.44,4.22
8.67,5.48,4.19
8.68,5.50,4.24
8.69,5.53,4.22
8.71,5.55,4.21
8.72,5.58,4.19
8.73,5.59,4.20
8.74,5.63,4.13
8.76,5.64,4.21
8.77,5.66,4.14
8.78,5.70,4.18
8.79,5.71,4.28
8.80,5.72,4.23
8.81,5.74,4.20
8.83,5.76,4.18
8.84,5.77,4.23
8.85,5.78,4.21
8.86,5.82,4.20
8.88,5.83,4.35
8.89,5.85,4.35
8.90,5.85,4.36
8.91,5.86,4.30
8.92,5.87,4.33
8.94,5.88,4.35
8.95,5.89,4.39
8.96,5.91,4.43
8.97,5.91,4.48
8.98,5.91,4.46
9.00,5.92,4.45
9.01,5.92,4.51
9.02,5.92,4.51
9.03,5.93,4.52
9.04,5.93,4.61
9.06,5.93,4.63
9.07,5.93,4.66
9.08,5.93,4.69
9.09,5.93,4.72
9.10,5.92,4.77
9.11,5.93,4.75
9.13,5.92,4.88
9.14,5.89,4.87
9.15,5.91,4.80
9.16,5.89,4.95
9.18,5.88,4.95
9.19,5.89,4.98
9.20,5.88,5.15
9.21,5.86,5.17
9.22,5.86,5.13
9.24,5.86,5.25
9.25,5.85,5.37
9.26,5.83,5.42
9.27,5.82,5.49
9.28,5.81,5.54
9.30,5.80,5.61
9.31,5.77,5.69
9.32,5.74,5.71
9.33,5.71,5.64
9.35,5.70,5.66
9.36,5.67,5.77
9.37,5.66,5.80
9.38,5.63,5.90
9.39,5.56,5.87
9.40,5.52,5.71
9.42,5.50,5.62
9.43,5.50,5.73
9.44,5.49,5.94
9.45,5.42,6.10
9.46,5.34,5.88
9.48,5.31,5.64
9.49,5.31,5.67
9.50,5.31,5.90
9.51,5.25,6.14
9.52,5.16,6.02
9.54,5.11,5.75
9.55,5.10,5.71
9.56,5.11,5.89
9.57,5.05,6.24
9.59,4.97,6.12
9.60,4.90,5.87
9.61,4.89,5.78
9.62,4.89,6.00
9.63,4.84,6.26
9.65,4.75,6.25
9.66,4.66,5.97
9.67,4.64,5.75
9.68,4.64,5.87
9.69,4.62,6.17
9.71,4.54,6.42
9.72,4.44,6.21
9.73,4.39,5.90
9.74,4.38,5.94
9.75,4.37,6.18
9.77,4.29,6.42
9.78,4.21,6.27
9.79,4.13,6.10
9.80,4.12,5.98
9.81,4.10,6.23
9.83,4.04,6.43
9.84,3.95,6.36
9.85,3.90,6.18
9.86,3.85,6.21
9.87,3.82,6.28
9.89,3.76,6.36
9.90,3.70,6.33
9.91,3.65,6.33
9.92,3.59,6.37
9.93,3.54,6.31
9.95,3.49,6.35
9.96,3.43,6.43
9.97,3.38,6.40
9.98,3.33,6.42
10.00,3.28,6.46
10.01,3.23,6.54
10.02,3.16,6.58
10.03,3.10,6.48
10.04,3.04,6.45
10.06,3.00,6.43
10.07,2.95,6.54
10.08,2.90,6.59
10.09,2.85,6.66
10.10,2.78,6.68
10.12,2.73,6.57
10.13,2.67,6.64
10.14,2.63,6.61
10.15,2.57,6.72
10.16,2.53,6.65
10.18,2.49,6.79
10.19,2.41,6.83
10.20,2.35,6.71
10.21,2.30,6.69
10.22,2.27,6.72
10.24,2.22,6.80
10.25,2.18,6.82
10.26,2.13,6.94
10.27,2.06,6.96
10.28,2.01,6.83
10.30,1.96,6.84
10.31,1.92,6.86
10.32,1.87,6.94
10.33,1.83,6.94
10.35,1.76,6.97
10.36,1.72,6.87
10.37,1.67,6.87
10.38,1.65,6.88
10.39,1.59,7.09
10.41,1.54,7.00
10.42,1.48,6.98
10.43,1.43,6.89
10.44,1.41,6.86
10.46,1.36,6.98
10.47,1.31,6.96
10.48,1.26,6.93
10.49,1.21,6.86
10.50,1.15,6.81
10.52,1.12,6.71
10.53,1.09,6.73
10.54,1.04,6.81
10.55,0.99,6.76
10.56,0.96,6.67
10.57,0.90,6.67
10.59,0.87,6.52
10.60,0.84,6.59
10.61,0.81,6.58
10.62,0.77,6.61
10.64,0.74,6.60
10.65,0.69,6.57
10.66,0.65,6.45
10.67,0.63,6.41
10.68,0.60,6.43
10.70,0.58,6.45
10.71,0.55,6.46
10.72,0.53,6.47
10.73,0.51,6.48
10.74,0.48,6.46
10.76,0.44,6.45
10.77,0.41,6.37
10.78,0.41,6.28
10.79,0.40,6.39
10.81,0.37,6.42
10.82,0.35,6.39
10.83,0.32,6.34
10.84,0.31,6.29
10.85,0.30,6.31
10.86,0.29,6.31
10.88,0.26,6.31
10.89,0.25,6.23
10.90,0.22,6.23
10.91,0.24,6.14
10.93,0.21,6.25
10.94,0.21,6.15
10.95,0.20,6.19
10.96,0.19,6.15
10.98,0.19,6.10
10.99,0.19,6.12
11.00,0.18,6.12
11.01,0.18,6.06
11.02,0.16,6.05
11.03,0.18,5.97
11.05,0.16,6.03
11.06,0.15,5.94
11.07,0.15,5.83
11.08,0.16,5.80
11.10,0.16,5.83
11.11,0.18,5.78
11.12,0.18,5.80
11.13,0.18,5.74
11.14,0.18,5.68
11.16,0.19,5.60
11.17,0.19,5.59
11.18,0.20,5.51
11.19,0.20,5.49
11.20,0.21,5.39
11.22,0.22,5.36
11.23,0.22,5.32
11.24,0.24,5.20
11.25,0.24,5.16
11.27,0.25,5.03
11.28,0.27,4.96
11.29,0.27,4.97
11.30,0.29,4.82
11.31,0.32,4.75
11.32,0.35,4.80
11.34,0.38,4.79
11.35,0.41,4.84
11.36,0.42,4.80
11.37,0.44,4.69
11.39,0.47,4.67
11.40,0.53,4.62
11.41,0.57,4.78
11.42,0.59,4.80
11.43,0.62,4.74
11.45,0.64,4.69
11.46,0.68,4.60
11.47,0.71,4.60
11.48,0.77,4.59
11.50,0.82,4.71
11.51,0.84,4.77
11.52,0.86,4.62
11.53,0.88,4.52
11.54,0.95,4.40
11.56,1.03,4.51
11.57,1.07,4.77
11.58,1.08,4.73
11.59,1.09,4.54
11.60,1.15,4.34
11.62,1.21,4.43
11.63,1.28,4.50
11.64,1.31,4.61
11.65,1.32,4.54
11.66,1.36,4.30
11.68,1.43,4.23
11.69,1.50,4.38
11.70,1.54,4.45
11.71,1.57,4.44
11.72,1.61,4.28
11.74,1.65,4.19
11.75,1.70,4.15
11.76,1.78,4.13
11.77,1.84,4.29
11.78,1.87,4.34
11.80,1.90,4.21
11.81,1.96,4.04
11.82,2.05,4.08
11.83,2.09,4.24
11.85,2.13,4.23
11.86,2.18,4.13
11.87,2.24,4.09
11.88,2.30,4.10
11.89,2.36,4.13
11.91,2.41,4.19
11.92,2.46,4.12
11.93,2.51,4.08
11.94,2.57,4.03
11.96,2.64,4.06
11.97,2.69,4.14
11.98,2.75,4.12
11.99,2.80,4.15
12.00,2.86,4.07
12.02,2.93,4.10
12.03,2.99,4.13
12.04,3.05,4.15
12.05,3.10,4.18
12.06,3.13,4.14
12.08,3.18,4.02
12.09,3.26,3.95
12.10,3.34,4.05
12.11,3.41,4.26
12.12,3.44,4.36
12.14,3.48,4.15
12.15,3.52,4.03
12.16,3.60,4.00
12.17,3.67,4.11
12.18,3.72,4.22
12.20,3.77,4.19
12.21,3.82,4.16
12.22,3.87,4.10
12.23,3.93,4.07
12.24,3.99,4.15
12.26,4.04,4.20
12.27,4.09,4.15
12.28,4.13,4.13
12.29,4.18,4.12
12.31,4.23,4.11
12.32,4.29,4.10
12.33,4.34,4.17
12.34,4.40,4.16
12.35,4.43,4.21
12.36,4.48,4.07
12.38,4.53,4.10
12.39,4.59,4.08
12.40,4.62,4.17
12.41,4.67,4.12
12.43,4.72,4.14
12.44,4.76,4.16
12.45,4.81,4.12
12.46,4.86,4.15
12.48,4.89,4.17
12.49,4.93,4.14
12.50,4.98,4.11
12.51,5.01,4.18
12.52,5.05,4.14
12.53,5.10,4.13
12.55,5.12,4.19
12.56,5.16,4.10
12.57,5.19,4.12
12.58,5.23,4.05
12.60,5.30,4.13
12.61,5.32,4.28
12.62,5.33,4.23
12.63,5.36,4.12
12.64,5.41,4.07
12.66,5.44,4.18
12.67,5.48,4.22
12.68,5.50,4.27
12.69,5.54,4.23
12.70,5.56,4.31
12.72,5.58,4.30
12.73,5.60,4.21
12.74,5.63,4.21
12.75,5.64,4.22
12.77,5.67,4.18
12.78,5.69,4.26
12.79,5.72,4.21
12.80,5.75,4.32
12.81,5.76,4.35
12.82,5.77,4.32
12.84,5.77,4.31
12.85,5.80,4.22
12.86,5.82,4.28
12.87,5.85,4.35
12.89,5.85,4.42
12.90,5.86,4.36
12.91,5.86,4.38
12.92,5.87,4.33
12.94,5.88,4.35
12.95,5.91,4.39
12.96,5.89,4.50
12.97,5.89,4.41
12.98,5.91,4.39
13.00,5.91,4.45
13.01,5.91,4.44
13.02,5.92,4.44
13.03,5.92,4.52
13.04,5.92,4.53
13.06,5.93,4.55
13.07,5.92,4.66
13.08,5.93,4.62
13.09,5.92,4.72
13.10,5.92,4.70
13.12,5.91,4.75
13.13,5.92,4.74
13.14,5.91,4.88
13.15,5.91,4.87
13.16,5.91,4.95
13.18,5.89,5.03
13.19,5.88,5.05
13.20,5.87,5.08
13.21,5.87,5.11
13.22,5.86,5.21
13.24,5.85,5.25
13.25,5.85,5.31
13.26,5.83,5.43
13.27,5.82,5.49
13.28,5.81,5.57
13.30,5.80,5.63
13.31,5.77,5.70
13.32,5.74,5.71
13.33,5.71,5.67
13.35,5.69,5.69
13.36,5.67,5.70
13.37,5.65,5.82
13.38,5.61,5.86
13.39,5.56,5.82
13.41,5.52,5.73
13.42,5.50,5.65
13.43,5.49,5.76
13.44,5.47,5.90
13.46,5.41,5.99
13.47,5.36,5.84
13.48,5.33,5.77
13.49,5.31,5.85
13.50,5.28,5.94
13.52,5.22,6.03
13.53,5.17,5.91
13.54,5.11,5.89
13.55,5.09,5.77
13.56,5.06,5.86
13.58,5.05,5.97
13.59,4.99,6.19
13.60,4.92,6.09
13.61,4.87,5.92
13.62,4.83,5.93
13.64,4.82,5.96
13.65,4.77,6.17
13.66,4.70,6.17
13.67,4.62,6.04
13.68,4.60,5.90
13.70,4.57,6.02
13.71,4.54,6.20
13.72,4.45,6.28
13.73,4.39,6.08
13.75,4.35,6.02
13.76,4.32,6.11
13.77,4.27,6.20
13.78,4.21,6.23
13.79,4.16,6.21
13.81,4.11,6.23
13.82,4.06,6.26
13.83,4.00,6.27
13.84,3.94,6.25
13.85,3.88,6.21
13.87,3.83,6.18
13.88,3.79,6.24
13.89,3.76,6.33
13.90,3.68,6.44
13.92,3.63,6.34
13.93,3.57,6.41
13.94,3.52,6.38
13.95,3.46,6.42
13.96,3.40,6.36
13.98,3.35,6.36
13.99,3.30,6.41
14.00,3.26,6.46
14.01,3.19,6.53
14.02,3.15,6.48
14.03,3.08,6.52
14.05,3.04,6.49
14.06,2.97,6.57
14.07,2.93,6.54
14.08,2.88,6.58
14.10,2.82,6.63
14.11,2.77,6.60
14.12,2.71,6.64
14.13,2.66,6.60
14.14,2.61,6.67
14.16,2.56,6.68
14.17,2.51,6.72
14.18,2.46,6.78
14.19,2.40,6.81
14.21,2.34,6.77
14.22,2.29,6.73
14.23,2.24,6.76
14.24,2.18,6.78
14.25,2.14,6.73
14.27,2.09,6.85
14.28,2.05,6.87
14.29,2.01,6.86
14.30,1.95,6.95
14.31,1.90,6.91
14.33,1.85,6.92
14.34,1.80,6.92
14.35,1.75,6.92
14.36,1.72,6.92
14.37,1.67,6.99
14.39,1.62,6.98
14.40,1.57,6.99
14.41,1.51,6.95
14.42,1.48,6.85
14.44,1.43,7.00
14.45,1.37,6.97
14.46,1.34,6.87
14.47,1.29,6.90
14.48,1.24,6.86
14.50,1.20,6.82
14.51,1.15,6.84
14.52,1.10,6.81
14.53,1.07,6.75
14.54,1.02,6.74
14.56,0.97,6.67
14.57,0.93,6.62
14.58,0.90,6.61
14.59,0.87,6.60
14.60,0.84,6.66
14.62,0.79,6.64
14.63,0.75,6.54
14.64,0.71,6.51
14.65,0.69,6.49
14.66,0.65,6.51
14.68,0.63,6.47
14.69,0.59,6.49
14.70,0.58,6.44
14.71,0.54,6.53
14.73,0.52,6.46
14.74,0.49,6.46
14.75,0.46,6.45
14.76,0.43,6.36
14.77,0.41,6.34
14.78,0.40,6.33
14.80,0.38,6.36
14.81,0.36,6.39
14.82,0.35,6.36
14.83,0.31,6.38
14.85,0.30,6.25
14.86,0.30,6.26
14.87,0.29,6.34
14.88,0.27,6.34
14.90,0.25,6.33
14.91,0.22,6.25
14.92,0.21,6.15
14.93,0.21,6.13
14.94,0.21,6.17
14.96,0.20,6.20
14.97,0.20,6.16
14.98,0.19,6.18
14.99,0.18,6.12
